瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),乞闭 秦搁扁拘(hPa),钦拌 老炼矫埃(hr),钦拌 老荤樊(MJ/m2)
156,堡林,2020-03-21,14.2,6.4,23.3,,2.2,5.4,57.5,9.6,1004.8,1013.4,10.4,20.66
156,堡林,2020-03-22,14.6,8.9,21.9,,1.9,1.4,48.4,7.8,1005.2,1013.8,10.2,23.12
156,堡林,2020-03-23,10.8,5.5,18.6,,1.5,-1.2,46,5.8,1010.3,1019,11.3,23.7
156,堡林,2020-03-24,11.4,4.7,20,,1.2,1.1,55.9,6.8,1012,1020.7,11.1,23.37
156,堡林,2020-03-25,14.2,6.2,21.6,,1.7,1.6,46.9,7,1011.8,1020.5,10.3,23.13
156,堡林,2020-03-26,13.7,10.6,16.8,17.7,1,12.8,94.5,14.9,1006.6,1015.2,0,3.42
156,堡林,2020-03-27,10.5,5.1,15.4,5.1,1.6,7.8,84.4,11.3,1006.1,1014.8,3.1,8.16
156,堡林,2020-03-28,7.3,4.8,10.9,,2.3,-5.1,42.8,4.2,1012,1020.9,0,10.92
156,堡林,2020-03-29,9,2.1,16.9,,1.2,-0.5,52.8,5.9,1012.8,1021.6,7.8,21.61
156,堡林,2020-03-30,11.9,8,18.8,,1.1,3.1,56.5,7.6,1011.6,1020.4,10.7,22.79
156,堡林,2020-03-31,12.8,5.8,21,,1.1,2.6,53.9,7.5,1008.4,1017,10.8,23.1
156,堡林,2020-04-01,10.7,6.6,17.7,0,1.9,0.1,50.1,6.4,1007.5,1016.2,7.7,19.81
156,堡林,2020-04-02,10.6,4.8,18.5,,1.3,-2.8,42.5,5.1,1013.8,1022.6,10.2,22.29
156,堡林,2020-04-03,10.9,3.9,18.4,,1.3,-4.4,35.9,4.5,1013.3,1022.1,11.6,24.75
156,堡林,2020-04-04,8.9,4.4,17.3,,1.8,-2.8,45.6,5.1,1012.5,1021.3,11.6,25.23
156,堡林,2020-04-05,7.8,2.9,14.8,,1.7,-7.4,37.1,3.7,1014.5,1023.4,11.7,27.18
156,堡林,2020-04-06,9.6,1.6,17.9,,1.2,-5.5,41,4.3,1012.3,1021.1,8.7,23.7
156,堡林,2020-04-07,12.1,6,20,,1.5,1,50.5,6.9,1009,1017.7,11.4,24.02
156,堡林,2020-04-08,11.1,7.1,16.7,,1.5,-7.8,32.8,4,1010.8,1019.6,11.6,24.98
156,堡林,2020-04-09,9.8,4.6,16.1,,1.2,-4,39.1,4.6,1014.3,1023.1,10.4,23.76
156,堡林,2020-04-10,10.7,7,16.6,,1.6,0.2,48.6,6.2,1016.3,1025.1,3.7,14.61
156,堡林,2020-04-11,7.8,5.8,10.8,5.3,1.3,4.3,79.9,8.3,1011.9,1020.8,0,6.92
156,堡林,2020-04-12,8.6,4.7,15.6,1.5,1.3,4.6,77.9,8.5,1004.1,1012.8,4.4,16.35
156,堡林,2020-04-13,9.5,5.2,14.8,,1.7,0.5,56.9,6.5,1005.5,1014.3,11.1,24.01
156,堡林,2020-04-14,12.5,4.4,21.4,,1.1,-3.6,41.9,5.1,1009.1,1017.8,11.5,27.14
156,堡林,2020-04-15,12.9,6.3,21,,1.1,-1.7,39.5,5.4,1006.5,1015.2,7.2,21.2
156,堡林,2020-04-16,14.6,6.4,23,,2.2,3.2,49.4,7.8,1008.4,1017,11.5,27.09
156,堡林,2020-04-17,13.4,9.9,17.7,21.2,2.2,10.8,85.6,13.1,1004.9,1013.6,3.2,11.3
156,堡林,2020-04-18,13,9.6,18.2,0,1.5,8,73.8,10.7,1008.4,1017,9.5,25.13
156,堡林,2020-04-19,11.5,9.9,14.7,27.3,2.1,9.7,89.6,12,1003.8,1012.5,0,3.66
156,堡林,2020-04-20,11.6,8.4,17.9,0,1.8,7.6,78.5,10.6,1004.6,1013.3,3.5,16.68
156,堡林,2020-04-21,10,6.6,14.4,,2.2,-1.5,47.3,5.7,1009,1017.8,10.7,27.93
156,堡林,2020-04-22,8.8,5.8,13,0,2.4,-4.5,39.6,4.4,1010.1,1018.9,11,27.01
156,堡林,2020-04-23,9.5,5.1,14.4,,1.9,-2.3,46.9,5.3,1009.9,1018.7,11.5,26.88
156,堡林,2020-04-24,11.2,4.8,17.1,,2.5,-2.9,40.9,5,1008.8,1017.5,12.6,29.19
156,堡林,2020-04-25,14.2,6.7,22.6,,3.5,4.7,56,8.7,1005,1013.6,11.2,26.43
156,堡林,2020-04-26,13,7.1,19.5,,1.5,-1.8,44.3,5.8,1009.8,1018.5,11.9,27.73
156,堡林,2020-04-27,12.8,7.1,19.7,,1.4,-1.8,39.1,5.5,1012.3,1021,12.5,28.33
156,堡林,2020-04-28,13.4,6.1,20.9,,1.6,2.2,53.6,7.3,1013.4,1022.1,12.5,28.4
156,堡林,2020-04-29,15.7,8.2,24.1,,1.5,0.7,41.6,6.6,1011.7,1020.3,12.5,28.46
156,堡林,2020-04-30,18.4,10,25.6,,2.7,10,60,13.3,1008.6,1017.1,11.2,26.73
156,堡林,2020-05-01,21.6,18.8,26.5,,3.3,17.3,77.6,19.8,1006.4,1014.8,6.9,19.45
156,堡林,2020-05-02,20.6,18.7,24.2,0.3,2,16.1,76.6,18.3,1003.6,1012,1.1,11.14
156,堡林,2020-05-03,19.1,16.5,24.3,25.4,1.2,17.4,91,20,997.1,1005.4,1.6,12.13
156,堡林,2020-05-04,19.5,13.8,26.8,,1.1,15.3,78.1,17.6,1000.6,1009,8.7,23.16
156,堡林,2020-05-05,17.9,12.4,22.8,0,1.3,13.8,78.4,15.9,1002.7,1011.2,2,15.29
156,堡林,2020-05-06,21.6,15.3,30.1,,2.3,12.4,62.8,14.7,1004.1,1012.5,12.5,29.65
156,堡林,2020-05-07,19.9,14.6,26.7,,1.7,5.1,45.3,9.4,1008.2,1016.7,12.6,28.89
156,堡林,2020-05-08,18.1,11.9,23.3,4.4,2.3,9.3,59.5,12.6,1006,1014.5,7.6,23.07
156,堡林,2020-05-09,17,12.9,20,22.4,3.3,16.3,96.1,18.7,997.6,1006.1,0.2,5.94
156,堡林,2020-05-10,15,12.8,19.6,0,1.6,13.7,93,15.8,1000.8,1009.4,2.7,13.42
156,堡林,2020-05-11,18.8,13.2,26.5,,1.4,10.7,66.5,13.2,1001.5,1009.9,10,27.78
156,堡林,2020-05-12,16.7,11.9,22.2,,2.5,9.3,64.4,11.9,999.7,1008.2,12.4,26.95
156,堡林,2020-05-13,16.9,10.4,23.5,,1.4,5.3,50.4,9,1008.7,1017.3,12.9,30.31
156,堡林,2020-05-14,19.8,12.5,27.1,,1.6,5.4,43,9.2,1007.9,1016.4,2.2,8.24
156,堡林,2020-05-15,18.2,16.1,20,14.5,2,17.1,94,19.5,999.9,1008.4,0,3.31
156,堡林,2020-05-16,19.1,15.9,22.2,0,1.2,17.2,89.5,19.6,998.5,1006.9,5.1,18.77
156,堡林,2020-05-17,20.6,15.9,27.9,0,1.5,16.5,79.5,18.7,997.1,1005.4,8.8,24.57
156,堡林,2020-05-18,18.8,12.9,24.8,14.3,2.3,16,84.8,18.3,991.8,1000.1,4.1,17.87
156,堡林,2020-05-19,13.5,11.6,15.8,4.2,2.7,11.6,89.1,13.7,993.7,1002.2,1.3,7.12
156,堡林,2020-05-20,15.7,10.4,22.6,,1.1,9.7,70.1,12.1,1002.7,1011.2,11.6,27.25
156,堡林,2020-05-21,18.1,11.6,25.3,,1.4,12.3,71.1,14.3,1006.1,1014.6,11.3,28.48
156,堡林,2020-05-22,19.6,13.4,25.7,,2.2,11.1,61,13.2,1004.5,1012.9,12.3,28.61
156,堡林,2020-05-23,20.2,13.3,26.2,,1.6,13.5,67.1,15.6,1003.3,1011.7,12.6,28.68
156,堡林,2020-05-24,18.3,16.1,22.3,8,1.2,17,92.5,19.4,1002.9,1011.3,1.1,7.71
156,堡林,2020-05-25,18.5,15.3,23.7,,0.8,14.9,81.6,17,1003.6,1012.1,2.9,18.01
156,堡林,2020-05-26,18.9,15.2,24.9,,1.3,14,76.5,16,1001.3,1009.7,6.6,17.6
156,堡林,2020-05-27,19.5,15.5,25.7,0,1.6,11.1,62.6,13.4,1001.1,1009.5,12.5,27.8
156,堡林,2020-05-28,18.6,13.1,25.8,,1.4,13.3,74.4,15.3,1002,1010.4,11.3,27.12
156,堡林,2020-05-29,21.3,13.5,28.8,,1.6,13.3,65.1,15.4,1006.4,1014.8,12.1,27.36
156,堡林,2020-05-30,22.1,18.1,26.5,,1.3,11.4,52.9,13.6,1008.1,1016.5,2.8,18.11
156,堡林,2020-05-31,20.1,16.3,23.6,3.3,1.8,16.2,79.4,18.5,1003.7,1012.1,1.5,15.59
156,堡林,2020-06-01,21.1,17.5,26.1,0,1.3,12.6,64.4,15.3,1002.8,1011.1,9.1,27.27
156,堡林,2020-06-02,21.3,14.2,27.8,,1.7,12.2,61.3,14.6,999.8,1008.1,9.3,25.32
156,堡林,2020-06-03,22.7,18.3,28,0,1.6,19.6,83.4,22.8,996.6,1004.8,3.6,15.54
156,堡林,2020-06-04,24.9,20.2,31.4,,2.1,19,72.5,22,996.9,1005.1,10.7,28.52
156,堡林,2020-06-05,25,20.2,32.8,,1.3,20.5,78.6,24.1,998.9,1007.1,8.6,25.15
156,堡林,2020-06-06,24,20.6,30.4,0.2,1.3,20.7,83.9,24.5,1000.2,1008.5,5.9,21.74
156,堡林,2020-06-07,24.3,19.8,30.9,,1.2,18.2,71.3,20.9,1003.6,1011.8,9.4,25.89
156,堡林,2020-06-08,26,19.5,33.7,,1.4,16.1,58.6,18.5,1006.2,1014.4,12.7,29.34
156,堡林,2020-06-09,26.7,19.8,33.4,,1.9,16.6,55.6,19,1006.2,1014.4,11.7,28.6
156,堡林,2020-06-10,24.9,21.4,32.1,3.5,1.9,20.1,77.4,23.6,1000.8,1009.1,7.8,21.11
156,堡林,2020-06-11,25.4,22.2,31,0.5,0.9,23.5,90,28.9,995.1,1003.3,3,13.2
156,堡林,2020-06-12,25.4,22.6,31.3,15.9,1.7,22.7,86.6,27.6,996.6,1004.8,4.5,20.29
156,堡林,2020-06-13,23.9,21.8,27.7,36.3,1.8,23.1,96,28.3,996.8,1005.1,0.3,8.47
156,堡林,2020-06-14,23.1,21.4,26.2,50.3,2.3,21.5,92.1,25.9,997.8,1006,1.5,8.47
156,堡林,2020-06-15,23.5,18.3,29.5,,1,16.6,68.5,19,999.5,1007.7,11.9,29.3
156,堡林,2020-06-16,24,18.9,29.9,,1,16.4,65.5,18.7,998.2,1006.5,11.3,27.97
156,堡林,2020-06-17,22.2,17.5,27,2,1.2,18,78.9,20.7,997.8,1006.1,3.2,16.04
156,堡林,2020-06-18,18.3,17.2,19,33.8,1.8,18,98.6,20.7,994.1,1002.5,0,5.22
156,堡林,2020-06-19,22.2,17.4,29,2.4,1,18.3,81.8,21.1,998.2,1006.5,7.7,24.82
156,堡林,2020-06-20,22.9,19.6,28.3,0,0.9,19.5,82.5,22.6,1002.3,1010.6,4.3,18.12
156,堡林,2020-06-21,24.2,19.8,30.2,,1.5,19.6,77.3,22.8,999.6,1007.9,9.1,23.21
156,堡林,2020-06-22,24.5,19.6,31.1,,1.4,19.9,77.1,23.3,1000.6,1008.8,10.8,25.25
156,堡林,2020-06-23,25.4,19.2,30.8,,1.9,17.5,65.1,20.2,1000.6,1008.8,9.4,25.84
156,堡林,2020-06-24,23.1,21.6,25.5,8.6,2.9,20.9,88.9,24.8,995.6,1003.8,0,6.31
156,堡林,2020-06-25,22.2,20.4,23.8,0,2.5,21.2,94.5,25.3,995.2,1003.4,0,5.86
156,堡林,2020-06-26,23.8,19.9,28.8,0,1.2,19.8,80.4,23.1,999.4,1007.6,7.3,23.34
156,堡林,2020-06-27,25.1,20.3,30.9,,1,21,80.3,25,996.7,1004.8,5.6,20.33
156,堡林,2020-06-28,25,20.9,30.2,,1.2,20.1,75.8,23.5,996.7,1004.8,12.6,28.27
156,堡林,2020-06-29,21.4,20,24.8,41.5,1.6,20.8,96.8,24.6,991.8,1000.1,0,5.43
156,堡林,2020-06-30,20,18.3,22.7,4.9,3.2,19.4,96.9,22.5,986.7,994.9,0.1,8
156,堡林,2020-07-01,22.1,17.8,27.9,,1,17.2,75.6,19.6,997.3,1005.6,7.4,23.35
156,堡林,2020-07-02,23.1,18.6,28.1,,0.9,19.3,80.4,22.4,1002.7,1011,3,15.21
156,堡林,2020-07-03,20.3,18.1,22.7,7.4,1.6,18.3,88.9,21,1001.5,1009.9,0,5.88
156,堡林,2020-07-04,20.1,17.9,22.8,0,0.9,19.2,95,22.3,999.2,1007.6,0,7.31
156,堡林,2020-07-05,22.5,19.5,26.4,,1,20.3,88.4,23.8,996.4,1004.6,2.2,15.89
156,堡林,2020-07-06,22.9,20.4,25,0.3,1,22.1,95.4,26.6,993.3,1001.5,0.5,7.84
156,堡林,2020-07-07,25.3,22.3,31.6,0,1.3,21.9,82.9,26.3,996,1004.2,8.4,23.24
156,堡林,2020-07-08,24.8,20.3,30.8,,1.1,21,81.1,24.9,996.8,1005,9.1,25.17
156,堡林,2020-07-09,25,21.1,29.9,0,1.4,21.5,82,25.7,995.5,1003.6,5,17.78
156,堡林,2020-07-10,24.7,22,28.3,68.1,2.3,23.1,91.3,28.3,992.9,1001,1.9,14.42
156,堡林,2020-07-11,24.9,21.8,28.9,,1.4,22.7,88.1,27.5,998.7,1006.9,2.6,16.16
156,堡林,2020-07-12,21.9,20.1,24.1,37,1.2,20.8,94.4,24.6,999.7,1007.9,0,4.84
156,堡林,2020-07-13,21.5,20,25.7,121.2,2.8,21.1,98,25.1,992.6,1000.9,0.8,8.1
156,堡林,2020-07-14,19.5,18.9,20.2,1.3,2.6,19.3,98.8,22.4,994.3,1002.6,0,4.11
156,堡林,2020-07-15,19.8,18.9,21.5,9.8,0.6,19.5,98.6,22.7,997.2,1005.5,0,5.79
156,堡林,2020-07-16,22.7,19,28.3,,1.2,20.7,89.5,24.5,998.8,1007.1,5.4,20.37
156,堡林,2020-07-17,24.4,20.6,30.1,,1,21.1,84,25.1,1000.4,1008.7,4.8,20.8
156,堡林,2020-07-18,23.7,21.4,26.8,,2.1,19.7,79.8,23,1000.8,1009,2.8,17.23
156,堡林,2020-07-19,26.2,23.3,28.8,,3.2,24.1,88.6,30.1,997.6,1005.7,1.1,12.8
156,堡林,2020-07-20,24.8,21.8,27.2,6.1,2.8,23.8,94.1,29.5,999.8,1008,0.5,11.25
156,堡林,2020-07-21,24.7,21.6,29.1,9.4,1,22.3,87.8,26.9,1003.5,1011.8,4,19.51
156,堡林,2020-07-22,23,22.1,24.1,19.7,0.4,22.8,99,27.7,1001.9,1010.2,0,5.19
156,堡林,2020-07-23,22.8,21.5,25,54.1,2.4,22.5,98.4,27.2,995.4,1003.7,0.1,4.67
156,堡林,2020-07-24,20.9,19.8,22.7,21.9,2.2,20.7,98.9,24.4,988.8,997,0,6.87
156,堡林,2020-07-25,22,20.2,24.3,1.6,1.2,21.5,97.4,25.7,994.5,1002.8,0.4,8.49
156,堡林,2020-07-26,23.3,19.6,28.4,,1.5,21.2,88.8,25.1,999.2,1007.5,3.8,16.79
156,堡林,2020-07-27,23.2,20.9,27.2,8.9,0.9,22.2,94.1,26.7,999.5,1007.8,0,9.47
156,堡林,2020-07-28,25,22.5,29,47.8,1.1,24.7,98.1,31.1,1001.7,1010,0.2,9.52
156,堡林,2020-07-29,24.9,23.2,26.2,115.5,1.1,24.7,99,31.1,1004.2,1012.5,0,5.24
156,堡林,2020-07-30,26.8,24.8,30.1,3.2,2.1,26.1,96.6,33.9,1005.9,1014.1,3.5,15.89
156,堡林,2020-07-31,27.4,24.9,30.7,0,1.3,25.7,91.5,33.1,1006.1,1014.3,2,15.27
156,堡林,2020-08-01,26.3,23,30,2.9,1.5,25,93.5,31.7,1003.8,1012,3.4,15.06
156,堡林,2020-08-02,27.4,25.5,30.4,0.7,3,25.7,91.1,33.1,1002,1010.2,3.3,16.25
156,堡林,2020-08-03,27.7,25.6,30.3,,3.1,25.9,90.4,33.4,1002.2,1010.3,2.7,16.02
156,堡林,2020-08-04,28.5,25.7,33,,2.9,25.5,84.4,32.6,1004.1,1012.2,7.2,22.2
156,堡林,2020-08-05,28.2,26.1,31.2,6.6,3.1,26.3,89.9,34.2,1003.6,1011.8,3.8,15.59
156,堡林,2020-08-06,25.5,24.8,28.1,38.8,3.6,25.3,99,32.3,1000.7,1008.9,0,3.23
156,堡林,2020-08-07,24.5,23.2,26,259.5,1.9,24.3,99,30.4,998.3,1006.5,0,2.33
156,堡林,2020-08-08,25,23,27.1,255.5,2,24.7,98.8,31.1,995.4,1003.6,0,3.86
156,堡林,2020-08-09,27.7,24.6,31.7,17.6,3.9,25.3,88,32.3,996.6,1004.7,7.3,19.64
156,堡林,2020-08-10,25.8,24.3,28.3,72.3,1.7,25.5,98.4,32.6,996.5,1004.7,0.8,5.02
156,堡林,2020-08-11,26.9,25.3,30,9.3,2.8,26.6,98.4,34.8,1002.1,1010.3,0.9,11.06
156,堡林,2020-08-12,27.6,25.6,31.2,4.6,2.5,26.9,96.4,35.6,1004.9,1013.1,2.4,12.79
156,堡林,2020-08-13,28.4,25.7,31.8,,2.8,26.7,91.3,35.1,1002.5,1010.7,8,21.73
156,堡林,2020-08-14,28.9,26.5,32.7,,2.7,26.6,88.4,34.8,1000,1008.1,7.5,20.31
156,堡林,2020-08-15,28.6,25.7,32.9,,2.4,25.3,84.4,32.4,1002,1010.1,9.5,24
156,堡林,2020-08-16,28.3,24.3,33,,2,25.8,87.1,33.2,1003.7,1011.9,9.8,24.17
156,堡林,2020-08-17,28.6,25.3,33.9,,1.1,25.4,84.5,32.5,1005.5,1013.7,8.6,22.05
156,堡林,2020-08-18,28.6,25,34.2,,1.1,24.8,82.1,31.4,1004.7,1012.9,10.7,25.62
156,堡林,2020-08-19,28.2,23.4,34.4,,1,24,79.8,29.8,1003.3,1011.5,12.3,26.81
156,堡林,2020-08-20,28.2,23.8,34,,1.1,24.3,82,30.5,1004.1,1012.2,10.3,25.35
156,堡林,2020-08-21,27.9,24,33,,1.1,24.8,85,31.4,1005.5,1013.7,0,0.02
156,堡林,2020-08-22,27.2,25.2,30.1,0,1.5,24.4,85.9,30.7,1004.1,1012.3,1.9,13.05
156,堡林,2020-08-23,27.4,24.2,32.2,0,0.9,24.7,86.4,31.1,1000.2,1008.3,5.4,18.45
156,堡林,2020-08-24,28.3,24,33.6,,1.9,24.4,81.1,30.6,997.3,1005.4,10.6,23.14
156,堡林,2020-08-25,29,24.1,33.8,0,1.8,24.1,76.3,30,996.2,1004.3,10.1,20.88
156,堡林,2020-08-26,27.6,24.3,31,33.6,3.5,25,86,31.6,991,999.1,2.1,5.6
156,堡林,2020-08-27,28.4,26.5,31.4,,4,26.2,88.3,33.9,995,1003,6.8,16.91
156,堡林,2020-08-28,28.4,25.8,33.1,0,2.2,25.8,86.5,33.1,999.2,1007.4,8.6,21.46
156,堡林,2020-08-29,27.1,25.3,30.9,26.7,2.1,26.2,95.1,34.1,1001.3,1009.4,2.7,14.45
156,堡林,2020-08-30,28.4,24.7,33.6,,0.9,25.4,85.6,32.5,1002.9,1011.1,9,21.05
156,堡林,2020-08-31,27.2,25.5,32,10,0.9,26.3,95.3,34.4,1003.1,1011.3,4.1,13.63
156,堡林,2020-09-01,26.7,23,31.1,0.1,1.7,24.4,88,30.6,1000,1008.2,5.9,15.61
156,堡林,2020-09-02,24.9,23.2,27.6,49.4,3.6,24.5,97.8,30.7,989.4,997.5,0.1,6.3
156,堡林,2020-09-03,23.6,21.1,27.6,17,3.7,21.2,87.5,25.2,994,1002.2,7.8,20.66
156,堡林,2020-09-04,24.1,20,28.7,,1.6,19.8,78.6,23.1,1005,1013.3,8.4,19.74
156,堡林,2020-09-05,22,20.5,24.7,0,0.9,20.6,92.4,24.4,1004.8,1013.1,0,6.73
156,堡林,2020-09-06,20.6,19.2,22.4,11.3,2.3,20.1,97.4,23.6,996.8,1005.2,0,5.86
156,堡林,2020-09-07,20.1,17.6,22.8,30.1,3,19.7,97.9,23.1,987.3,995.6,0.5,6.26
156,堡林,2020-09-08,24.1,21,27.9,0,2.9,22,89.3,26.5,1003.4,1011.7,5.8,15.67
156,堡林,2020-09-09,21.6,18.7,26.4,25.3,1.6,20.2,92.8,23.8,1002.8,1011.1,4,12.78
156,堡林,2020-09-10,22.8,19.7,28,,0.7,20.7,89.1,24.5,1001.1,1009.4,4.8,15.46
156,堡林,2020-09-11,20.2,19.3,22,26.6,1.1,19.8,98.1,23.1,1004.6,1013,0,3.5
156,堡林,2020-09-12,21.4,19.2,25.8,5.8,1.8,20.3,93.8,23.8,1004.9,1013.2,0.8,11.66
156,堡林,2020-09-13,20.7,18.9,23.7,4.2,0.9,20.3,97.9,23.8,1007,1015.4,0.9,7.89
156,堡林,2020-09-14,22.3,19.7,26.7,,1.1,19.3,84.6,22.3,1006.3,1014.6,8.4,20.27
156,堡林,2020-09-15,22.7,18,28.3,,1.5,19.3,82.1,22.4,1004.5,1012.8,7.6,18.17
156,堡林,2020-09-16,22.1,20,24.7,2.8,1.1,21.4,96.4,25.6,1001.4,1009.7,0.8,8.6
156,堡林,2020-09-17,20.7,17.3,23.6,2,0.8,19.1,92,22.3,1003,1011.4,0,6.91
156,堡林,2020-09-18,19.9,16.9,25.3,3.7,1,17.3,86.9,19.8,1006.5,1014.9,5.1,14.42
156,堡林,2020-09-19,19.9,14.5,26,0,1.1,16.5,83.1,18.8,1008.9,1017.4,9.7,19.37
156,堡林,2020-09-20,19.1,13.9,25.3,,0.7,14.1,76.3,16.1,1009.4,1017.9,9.9,20.56
156,堡林,2020-09-21,18.9,13,24.9,,0.8,12.1,68.6,14.2,1009.4,1017.9,10.5,20.45
156,堡林,2020-09-22,18.4,15.7,23.5,,1.9,12.7,70.9,14.7,1008.9,1017.4,5.1,15.19
156,堡林,2020-09-23,18.8,15.3,22.5,,1.9,14.3,75.6,16.3,1007.5,1015.9,0.4,10.78
156,堡林,2020-09-24,21.2,16.8,26.6,,1.9,15.2,70.5,17.3,1004.6,1013,5.9,18.01
156,堡林,2020-09-25,21.3,16,27.1,,1.4,16.1,74.1,18.3,1003,1011.4,8.3,18.95
156,堡林,2020-09-26,20.9,17.1,26.5,,1.2,15.7,74.6,17.9,1006,1014.4,9.1,20.61
156,堡林,2020-09-27,21,16.3,26.4,,1.2,15,71.4,17.1,1009.1,1017.5,10.7,22.15
156,堡林,2020-09-28,19.9,15.7,25.6,,1,13.2,69.3,15.3,1008,1016.4,10.8,21.43
156,堡林,2020-09-29,19.5,14.6,25.1,,1.1,14.2,74.5,16.3,1003,1011.4,8.9,18.94
156,堡林,2020-09-30,19.3,15.5,25.4,,0.9,15.7,82,17.9,1002.3,1010.7,8.5,18.08
156,堡林,2020-10-01,20.3,17,25.4,,1.1,16.6,80.8,18.9,1005.6,1013.9,6.3,16.15
156,堡林,2020-10-02,20.8,16.2,25.8,,1.2,16.5,78.4,18.8,1007.3,1015.6,8.7,18.36
156,堡林,2020-10-03,20.7,17,26.2,0.5,0.9,17.3,82.6,19.7,1007.1,1015.5,5.7,15.95
156,堡林,2020-10-04,18.3,15,20.6,0.9,1.1,16.6,90.8,19.3,1005,1013.4,0,3.96
156,堡林,2020-10-05,15.3,11.4,19.8,,2.4,5.7,53.8,9.2,1010,1018.6,9.3,19.39
156,堡林,2020-10-06,15.9,11.2,21.2,,2.1,6.5,56.6,9.8,1013.2,1021.8,10,21.07
156,堡林,2020-10-07,17.7,12.4,23.8,,2,6.7,50.6,9.8,1015.1,1023.7,9.4,19.33
156,堡林,2020-10-08,18.2,13.9,24.1,,3.2,9.1,57.8,11.6,1015,1023.5,10.6,20.56
156,堡林,2020-10-09,17.6,11.8,24.2,,1.6,8.5,57,11.2,1012.4,1021,10.4,19.23
156,堡林,2020-10-10,18.2,13,24.4,,0.9,11.3,66.6,13.5,1009.6,1018.1,10.1,19.37
156,堡林,2020-10-11,18.7,15,24.3,,0.6,14.1,77.4,16.2,1007.2,1015.7,7.1,15.56
156,堡林,2020-10-12,17.8,14.8,23.3,,0.8,13.1,76.6,15.2,1007.6,1016,7.2,15.32
156,堡林,2020-10-13,14.8,12,18.8,,1.7,4.7,52.5,8.6,1012.2,1020.8,4,12.78
156,堡林,2020-10-14,14.8,10.7,20.3,,1.1,6,56.1,9.4,1016.3,1025,1,8.52
156,堡林,2020-10-15,15,10.4,20.9,,1.6,-1.2,36.4,5.8,1016.2,1024.8,8.5,18.51
156,堡林,2020-10-16,13.8,10.2,17.9,,0.6,4.4,54,8.4,1014.5,1023.2,0.1,6.95
156,堡林,2020-10-17,14.3,9,21.1,,0.8,8.5,71.3,11.1,1014.5,1023.1,9.8,17.68
156,堡林,2020-10-18,15,9.5,21.9,,1.2,7,64.1,10.2,1014.9,1023.6,10.1,17.93
156,堡林,2020-10-19,15.6,9.9,21.6,,1.3,7.5,61.6,10.4,1015.9,1024.6,8.4,15.85
156,堡林,2020-10-20,16.2,9.9,23.2,,0.6,6.8,59.6,10.1,1016.7,1025.3,10,17.67
156,堡林,2020-10-21,14.4,12.1,17.5,10.7,0.6,11.8,85.6,14,1010.7,1019.3,0.1,4.73
156,堡林,2020-10-22,13.7,11.6,18.8,,1.2,9,76.1,11.9,1006.3,1014.9,1.6,9.85
156,堡林,2020-10-23,12,9.8,15.3,,1.9,1.8,50.1,7,1007.5,1016,8.5,17.52
156,堡林,2020-10-24,11.5,8.8,15.6,,1.2,1.6,52.3,6.9,1011.3,1019.8,10.1,18.17
156,堡林,2020-10-25,12.9,6.6,19.6,,0.8,7.3,71.1,10.2,1012.3,1020.8,8.9,16.12
156,堡林,2020-10-26,13.4,7.7,20.6,,0.7,7.5,71.4,10.4,1011.5,1019.9,9,15.74
156,堡林,2020-10-27,14.6,8.4,21.8,,0.5,8.1,70.4,10.9,1012.5,1020.9,8.3,15.12
156,堡林,2020-10-28,15.1,10.7,20.9,,1.1,8.5,66.5,11.4,1014.3,1022.7,5.8,11.95
156,堡林,2020-10-29,12.2,7.4,19,,1.4,-0.9,44,5.9,1015.1,1023.7,9.8,16.58
156,堡林,2020-10-30,12.8,6.5,19.8,,0.7,2.6,54.5,7.5,1016.1,1024.6,9.8,16.4
156,堡林,2020-10-31,13.6,8,20,,0.7,4.9,59.1,8.7,1016.3,1024.8,9,15.67
156,堡林,2020-11-01,12.4,10.8,13.4,1.7,0.7,10.9,91.6,13.1,1013.1,1021.6,0,2.67
156,堡林,2020-11-02,13.1,8.6,18.2,0.3,1,7.2,71.8,10.5,1012,1020.5,5.9,12.92
156,堡林,2020-11-03,8.8,5.5,12.9,0,2.3,-0.3,54.5,6.1,1013.6,1022.2,8,14.68
156,堡林,2020-11-04,7.9,4.4,12.9,,1.7,-5.1,43.3,4.4,1016.8,1025.5,9.6,16.27
156,堡林,2020-11-05,10,2.3,17.2,,0.7,-2.5,45.4,5.2,1018.2,1026.8,7,13.83
156,堡林,2020-11-06,12.7,10.6,15,0,0.4,5.9,65.1,9.5,1013.6,1022.1,0,3.12
156,堡林,2020-11-07,13.4,9.6,21.3,,0.8,9,77.1,11.6,1011,1019.4,7.7,12.8
156,堡林,2020-11-08,10.5,7.2,16.7,,1.4,2,60.9,7.4,1014.6,1023.2,9.3,14.57
156,堡林,2020-11-09,8.6,4.1,13.8,,1.9,-4.7,41.9,4.5,1017.4,1026,9.5,15.39
156,堡林,2020-11-10,9.7,4.9,15,0,1.3,-1.7,48.9,5.6,1019.7,1028.4,9.5,15.18
